1,x1,x1^2,x1^3,x1^4,x1^5,x1^6,x1^7,x1^8,x1^9,x1^10,y
0.0,-1.5706021333724407,-1.4638705591946986,-1.3615372138388722,-1.2652242548683044,-1.1760335000367435,-1.0945533184372205,-1.020924403499107,-0.954938061490321,-0.896142550569244,-0.8439401304670687,1.9858758578571432
0.0,-1.5556504274228171,-1.4522508748504568,-1.3526492922237887,-1.2585272264648582,-1.1710574700542313,-1.0909033945028888,-1.0182784843122896,-0.9530402948553603,-0.8947943988291422,-0.8429906489023816,2.288140935714286
0.0,-1.5506665254396093,-1.4483706268388092,-1.349675904513635,-1.2562827275447588,-1.1693867413113122,-1.0896756945834345,-1.0173868840054077,-0.9523996439815404,-0.8943384646641855,-0.8426689612409781,1.9781066724999998
0.0,-1.5406987214731938,-1.4405996009701634,-1.3437129791401834,-1.2517754294254293,-1.1660271073183088,-1.0872035863671965,-1.0155891113247157,-0.951106117288625,-0.8934166457757919,-0.8420176816762174,2.3207912785714284
0.0,-1.535714819489986,-1.4367088231131655,-1.3407234317450665,-1.2495126081577435,-1.1643381691696235,-1.085959137724311,-1.0146828949400228,-0.9504531971363648,-0.8929507189275661,-0.8416880515076435,2.604307580357143
0.0,-1.530730917506778,-1.4328145353077173,-1.3377284880564764,-1.247243657355794,-1.1626431282708567,-1.0847090657362985,-1.0137717623857712,-0.9497961427242309,-0.8924814188693467,-0.8413557353691683,2.767478952142857
0.0,-1.5257470155235702,-1.4289167375538188,-1.3347281432085039,-1.2449685659604335,-1.1609419680983302,-1.0834533500931383,-1.0128556914570883,-0.9491349316342537,-0.8920087242517907,-0.8410207138237525,2.3957586364285715
0.0,-1.5207631135403623,-1.4250154298514703,-1.3317223923352395,-1.2426873229025477,-1.1592346720985665,-1.0821919704298424,-1.0119346598689392,-0.948469541347254,-0.8915326136098403,-0.8406829673113942,2.436146865714286
0.0,-1.5157792115571544,-1.4211106122006718,-1.3287112305707738,-1.2403999171030544,-1.1575212236882624,-1.0809249063263582,-1.0110086452559102,-0.947799949242478,-0.8910530653622015,-0.8403424761484614,2.575142645
0.0,-1.5107953095739466,-1.417202284601423,-1.3256946530491978,-1.2381063374729036,-1.1558016062542613,-1.079652137307469,-1.0100776251719918,-0.9471261325972304,-0.8905700578108202,-0.8399992205270242,2.464748936785714
0.0,-1.5058114075907387,-1.413290447053724,-1.3226726549046015,-1.2358065729130772,-1.1540758031535274,-1.0783736428426938,-1.009141577090361,-0.9464480685865082,-0.8900835691403554,-0.8396531805141825,3.0720823510714284
0.0,-1.5008275056075304,-1.4093750995575742,-1.3196452312710754,-1.23350061231459,-1.1523437977131177,-1.077089402346189,-1.0082004784031624,-0.9457657342826319,-0.8895935774176521,-0.8393043360513894,2.696966015357143
0.0,-1.4958436036243226,-1.405456242112975,-1.3166123772827114,-1.231188444558489,-1.150605573230156,-1.075799395176648,-1.0072543064212922,-0.9450791066548767,-0.8891000605912115,-0.8389526669537747,2.970938539642857
0.0,-1.4908597016411147,-1.4015338747199255,-1.313574088073599,-1.228870058515854,-1.1488611129718065,-1.074503600637203,-1.0063030383741762,-0.9443881625691019,-0.8886029964906591,-0.8385981529094627,2.8885649264285713
0.0,-1.4858757996579068,-1.397607997378426,-1.3105303587778299,-1.226545443047796,-1.147110400175245,-1.0732019979753238,-1.0053466514095528,-0.9436928787873802,-0.8881023628262109,-0.8382407734788877,3.1875164382142858
0.0,-1.480891897674699,-1.3936786100884762,-1.3074811845294936,-1.224214587005459,-1.145353418047634,-1.071894566382719,-1.0043851225932532,-0.9429932319676249,-0.887598137188139,-0.8378805080941069,2.8203372425
0.0,-1.4709240937082833,-1.385809305663226,-1.3013664817114838,-1.2195341085526854,-1.1418205784776816,-1.0692621328927627,-1.0024465472580892,-0.9415807553226331,-0.8865788197492604,-0.8371512365441259,3.1009867860714286
0.0,-1.465940191725076,-1.3818693885279263,-1.298300943409992,-1.2171844637946985,-1.1400446872993542,-1.0679370890991238,-1.0014694544593667,-0.9408678782890655,-0.8860636825244282,-0.8367821885949248,2.727365350357143
0.0,-1.4609562897418678,-1.3779259614441755,-1.2952299406922951,-1.2148285337673306,-1.1382624593179487,-1.0666061325819831,-1.0004871272488087,-0.9401505438000504,-0.8855448624768357,-0.8364101711221191,3.146554239642857
0.0,-1.450988485775452,-1.3700285774313241,-1.2890715225446523,-1.2100977730997091,-1.134678925142492,-1.063926396966451,-0.9985066761208943,-0.9387024068752692,-0.8844960817199694,-0.835657142592136,3.0694652907142856
0.0,-1.4460045837922448,-1.366074620502224,-1.285984097382888,-1.2077229200321633,-1.1328775849712678,-1.0625775755216815,-0.9975085052595852,-0.9379715563828869,-0.8839660746054513,-0.835276088696053,2.9890221375
0.0,-1.4410206818090363,-1.3621171536246726,-1.2828911883412812,-1.2053417368406525,-1.1310698400425672,-1.061222756660454,-0.9965050060980906,-0.9372361523210656,-0.8834322918565845,-0.8348919795971327,3.099830936785714
0.0,-1.4310528778426206,-1.35419169002422,-1.2766888991549061,-1.2005603351215093,-1.1274350676257696,-1.0584950413732825,-0.994481928065283,-0.9357515861954492,-0.882353305275822,-0.8341145086362252,2.9807694753571425
0.0,-1.4260689758594134,-1.3502236933013188,-1.273579509278319,-1.1981600940868433,-1.125608005918455,-1.057122102147659,-0.9934623015788016,-0.9350023752146024,-0.8818080540398641,-0.8337211028576818,3.307506857142857
0.0,-1.421085073876205,-1.3462521866299666,-1.2704646160582527,-1.1957534779141452,-1.1237744710151754,-1.0557430799060148,-0.9924372515613498,-0.9342485128294461,-0.8812589323603165,-0.8333245540417412,2.9852566289285716
0.0,-1.4111172699097894,-1.3382986434419128,-1.2642183001240463,-1.190921075030943,-1.1200879128484826,-1.0529667001482905,-0.9903707847719907,-0.9327267348148197,-0.8801489814683443,-0.8325219379560663,3.274145035
0.0,-1.4061333679265808,-1.3343166069252106,-1.2610868676780869,-1.188495265733663,-1.118234855122947,-1.051569299376004,-0.9893293197065266,-0.9319587693955816,-0.8795881038351872,-0.8321158256689712,3.2184270292857144
0.0,-1.4011494659433736,-1.330331060460059,-1.257949912425012,-1.1860630361248021,-1.116375255277151,-1.0501657290750839,-0.9882823345225286,-0.9311860529917235,-0.879023258915845,-0.8317064803082851,3.8419246935714284
0.0,-1.3961655639601651,-1.3263420040464555,-1.2548074294989102,-1.1836243748860518,-1.11450909600391,-1.0487559674739533,-0.987229804859417,-0.9304085604325384,-0.8784544221777244,-0.8312938790154486,2.966268882857143
0.0,-1.391181661976958,-1.3223494376844038,-1.2516594140338748,-1.1811792706891393,-1.1126363599655444,-1.0473399927434666,-0.9861717062706866,-0.9296262664362901,-0.8778815689583168,-0.8308779987906147,3.4680932196428573
0.0,-1.3861977599937496,-1.3183533613739005,-1.2485058611639936,-1.1787277121958213,-1.1107570297938498,-1.0459177829968034,-0.9851080142236753,-0.9288391456098196,-0.8773046744646235,-0.8304588164918991,3.1839646039285716
0.0,-1.3812138580105424,-1.314353775114948,-1.2453467660233597,-1.1762696880578887,-1.1088710880900712,-1.0444893162893698,-0.9840387040993399,-0.9280471724481538,-0.8767237137725823,-0.8300363088346305,3.176190863214286
0.0,-1.376229956027334,-1.3103506789075448,-1.2421821237460617,-1.173805186917163,-1.106978517424875,-1.0430545706186958,-0.9829637511920256,-0.9272503213341104,-0.8761386618264905,-0.8296104523905952,3.524498355
0.0,-1.3712460540441267,-1.306344072751692,-1.239011929466192,-1.1713341974055005,-1.1050793003383244,-1.0416135239243354,-0.98188313070924,-0.926448566537906,-0.8755494934384254,-0.8291812235872799,4.106652494285714
0.0,-1.3562943480945024,-1.2943031945934305,-1.2294679859520534,-1.1638821848139191,-1.0993415954915333,-1.0372523562228584,-0.9786070145757378,-0.9240136210611242,-0.8737570357476571,-0.8278730651160133,3.4631304996428574
0.0,-1.3513104461112952,-1.2902825486437777,-1.2262755350028005,-1.1613851279377008,-1.0974156175071557,-1.0357858836661646,-0.9775034741213492,-0.9231919919725076,-0.8731511470477055,-0.8274301082377358,4.157738571428571
0.0,-1.346326544128087,-1.286258392745673,-1.2230775077214273,-1.1588815257003031,-1.0954829053417254,-1.0343129989103204,-0.976394140818424,-0.9223653288498835,-0.8725410139624692,-0.8269836589463558,3.6084568657142855
0.0,-1.3363587401616712,-1.2781995511041144,-1.216664704698687,-1.153854639420199,-1.091597207860402,-1.0313479031006834,-0.9741579943051472,-0.9206967947322395,-0.871307910525768,-0.8260801851569347,3.3654048842857147
0.0,-1.331374838178464,-1.2741648653606603,-1.2134499192255006,-1.1513313324916872,-1.0896441871638458,-1.0298556470498088,-0.9730311301925344,-0.9198548705631441,-0.8706848877776971,-0.8256231113001855,3.5764745560714286
0.0,-1.3263909361952555,-1.2701266696687556,-1.2102295379565575,-1.148801434430385,-1.087684361524859,-1.0283568888054162,-0.9718983714263993,-0.9190078060110836,-0.8700575158499372,-0.8251624463113445,4.1564547578571425
0.0,-1.3114392302456326,-1.2579910229023412,-1.2005347707160945,-1.1411720787216795,-1.0817638771241866,-1.023821374157188,-0.9684644700244831,-0.9164355006942152,-0.8681490388702212,-0.8237586532078816,3.3765060807142855
0.0,-1.3064553282624243,-1.2539387874166354,-1.1972919576050307,-1.1386157013513196,-1.0797766537317415,-1.02229638008886,-0.9673078750140637,-0.9155676046607067,-0.8675040034093713,-0.8232833715787945,3.73173473
0.0,-1.301471426279217,-1.2498830419824802,-1.1940435243686642,-1.1360526754093834,-1.0777825362502973,-1.0207647700058027,-0.9661452560863896,-0.9146944326813201,-0.8668544846635137,-0.8228043719913799,4.085712419285715
0.0,-1.2964875242960086,-1.2458237865998745,-1.1907894661410843,-1.133482989378209,-1.075781506757625,-1.0192265209656448,-0.9649765871187146,-0.9138159572891688,-0.8662004553905671,-0.8223216286153964,3.7467069510714284
0.0,-1.2915036223128014,-1.2417610212688193,-1.187529778056383,-1.1309066317301695,-1.0737735473004626,-1.0176816099664008,-0.9638018418977469,-0.9129321508983087,-0.8655418882066889,-0.8218351154637165,3.6662612953571427
0.0,-1.2865197203295928,-1.2376947459893128,-1.1842644552486492,-1.128323590927668,-1.0717586398944863,-1.0161300139463636,-0.9626209941194113,-0.9120429858033238,-0.864878755585659,-0.8213448063915105,3.8606497746428574
0.0,-1.2815358183463856,-1.2336249607613576,-1.1809934928519759,-1.1257338554231422,-1.0697367665242852,-1.014571709784005,-0.9614340173886167,-0.9111484341789137,-0.8642110298582647,-0.8208506750954281,3.6804091939285715
0.0,-1.2665841123967616,-1.2213945453867878,-1.1711467194692147,-1.1179243650722628,-1.0636291700073357,-1.0098563163281946,-0.9578360481603391,-0.9084321800691413,-0.8621800151878724,-0.8193450824352801,4.021259049285715
0.0,-1.2566163084303459,-1.2132233853948244,-1.164553916727665,-1.1126843525076746,-1.0595222774909743,-1.0066787533832429,-0.9554062692185527,-0.9065938957857035,-0.8608025261157727,-0.8183217534390707,3.9092926403571426
0.0,-1.2516324064471387,-1.209132540476168,-1.16124901461325,-1.1100542057339744,-1.0574582282674831,-1.0050797114517336,-0.9541819593493125,-0.9056664338875081,-0.8601066526109252,-0.8178041274479947,3.788624654642857
0.0,-1.2466485044639302,-1.2050381856090604,-1.1579384388485277,-1.1074172831462088,-1.0553870860991728,-1.0034737978434671,-0.9529513331936073,-0.9047333872910469,-0.8594059882592007,-0.8172824906013919,4.071826083928571
0.0,-1.241664602480723,-1.2009403207935039,-1.1546221845675908,-1.1047735731170742,-1.0533088327209637,-1.0018609889546048,-0.9517143636196759,-0.9037947271969241,-0.8587005042249981,-0.8167568152978069,3.5400867482142857
0.0,-1.2366807004975144,-1.1968389460294957,-1.1513002469045275,-1.1021230640092963,-1.0512234498364441,-1.0002412611205491,-0.9504710234026005,-0.9028504246820883,-0.8579901715240787,-0.8162270737697245,4.282110702500001
0.0,-1.2316967985143061,-1.1927340613170376,-1.1479726209934302,-1.0994657441756355,-1.0491309191178493,-0.9986145906158439,-0.949221285224068,-0.9019004506994088,-0.8572749610229302,-0.8156932380827161,3.861999661785714
0.0,-1.226712896531099,-1.1886256666561306,-1.14463930196839,-1.0968016019588844,-1.0470312222060294,-0.9969809536540681,-0.9479651216721293,-0.9009447760772498,-0.8565548434381252,-0.815155280134579,3.1637575160714286
0.0,-1.2217289945478915,-1.184513762046773,-1.1413002849634966,-1.0941306256918668,-1.0449243407104254,-0.9953403263877311,-0.9467025052409586,-0.8999833715190428,-0.8558297893356789,-0.814613171654474,3.7032245478571433
0.0,-1.2167450925646832,-1.1803983474889645,-1.1379555651128401,-1.0914528036974382,-1.0428102562090398,-0.9936926849081681,-0.9454334083306125,-0.8990162076028605,-0.8550997691304054,-0.814066884202058,3.8174664071428572
0.0,-1.2067772885982675,-1.1721569885279983,-1.1312489974106033,-1.08607657576794,-1.0385604043435965,-0.9903762633682158,-0.9428756622005887,-0.897064483379491,-0.8536247113107432,-0.8129616577661818,3.8999179107142856
0.0,-1.1918255826486435,-1.1597686254731716,-1.121146252866295,-1.0779605984163887,-1.03213114164157,-0.9853484232134108,-0.9389897439745988,-0.8940929590555885,-0.8513741304143448,-0.8112717549681204,3.687179131071429
0.0,-1.1818577786822277,-1.1514921670277034,-1.1143824377405125,-1.0725153863956973,-1.0278084264756537,-0.9819607753583753,-0.9363659382697598,-0.8920823002003051,-0.8498480596065882,-0.810123435822153,3.7370492396428574
0.0,-1.1768738766990205,-1.1473486728822948,-1.1109919199510203,-1.0697823770087034,-1.0256360509548763,-0.9802561520857512,-0.9350439925541605,-0.8910679870458038,-0.8490772271533822,-0.8095426721095813,3.4349037539285714
0.0,-1.1669060727326048,-1.1390511547461255,-1.104193639589286,-1.0642954926471542,-1.0212691705069756,-0.9768251845304852,-0.9323798731068162,-0.8890212404346981,-0.8475198132708072,-0.8083677863769201,3.9561109524999996
0.0,-1.1619221707493963,-1.1348971307553652,-1.1007858672852253,-1.0615415941089907,-1.0190746280724379,-0.9750987911331898,-0.9310376421693622,-0.8879887454493858,-0.8467331694167263,-0.8077736038098196,4.035616626785714
0.0,-1.156938268766189,-1.130739596816156,-1.0973723337444907,-1.0587807089402175,-1.0168726591063189,-0.9733650918090319,-0.9296885921240113,-0.8869501281077601,-0.8459411924062412,-0.8071748874444802,3.5836315535714287
0.0,-1.1519543667829808,-1.1265785529284953,-1.0939530341011712,-1.0560128253341092,-1.0146632447754995,-0.9716240618445467,-0.9283326941251835,-0.885905357318801,-0.8451438506288845,-0.8065716065564463,4.186894210357143
0.0,-1.1469704647997734,-1.1224139990923856,-1.0905279634893592,-1.0532379314739766,-1.01244636621505,-0.9698756764636265,-0.9269699192297668,-0.8848544018600274,-0.844341112313731,-0.8059637302392312,3.9843513946428573
0.0,-1.141986562816565,-1.1182459353078247,-1.0870971170431434,-1.05045601553316,-1.0102220045281984,-0.968119910827411,-0.9256002383968672,-0.8837972303770488,-0.8435329455287178,-0.8053512274033926,3.609365878928571
0.0,-1.1370026608333579,-1.1140743615748143,-1.0836604898966167,-1.0476670656750335,-1.0079901407863094,-0.9663567400341846,-0.9242236224875641,-0.882733811383124,-0.8427193181799653,-0.8047340667756059,3.806659930714286
0.0,-1.1320187588501494,-1.1098992778933534,-1.0802180771838674,-1.0448710700530026,-1.005750756028852,-0.964586139119268,-0.922840042264659,-0.8816641132587115,-0.8419001980110928,-0.8041122168977317,3.72263461
0.0,-1.1220509548837336,-1.1015385806850817,-1.0733158755960681,-1.0392578940810135,-1.001249347465486,-0.9610225467502016,-0.9200518714363821,-0.8795057524735771,-0.840245349370855,-0.8028543226294778,3.7576860385714284
0.0,-1.1170670529005264,-1.097352967158271,-1.0698560769891992,-1.0364406899880292,-0.9989872855788094,-0.9592295050509267,-0.9186472218629966,-0.8784170259057426,-0.8394095555680511,-0.8022182143903109,4.057029505357143
0.0,-1.1120831509173181,-1.0931638436830093,-1.0663904733524707,-1.033616392645087,-0.996717626514975,-0.9574289327394989,-0.9172354900394831,-0.8773218923922936,-0.8385681382808688,-0.8015772892015917,3.9547119521428575
0.0,-1.1070992489341107,-1.0889712102592979,-1.0629190598199745,-1.0307849901557553,-0.9944403511535846,-0.955620804534835,-0.9158166462335299,-0.8762203196429562,-0.837721064430105,-0.8009315146670006,3.683408623928571
0.0,-1.1021153469509024,-1.0847750668871359,-1.0594418315258003,-1.027946470613633,-0.9921554403421845,-0.9538050950922501,-0.9143906606130507,-0.8751122752319523,-0.8368683007699107,-0.8002808581997318,3.7310966957142853
0.0,-1.0971314449676952,-1.0805754135665249,-1.05595878360404,-1.0251008221023536,-0.9898628748962411,-0.951981779003354,-0.9129575032459376,-0.8739977265975488,-0.8360098138870931,-0.7996252870215355,3.5127816775
0.0,-1.0871636410012795,-1.0721655770799507,-1.04897520941412,-1.0193880904570103,-0.985254703202018,-0.9483122249338899,-0.9100695530417462,-0.8717489857290853,-0.8342755359598815,-0.7982992684563476,3.347358826071429
0.0,-1.082179739018071,-1.067955393913988,-1.045474673414142,-1.0165209834403723,-0.9829390584240224,-0.946465935817046,-0.9086146998380682,-0.8706147276876666,-0.8333996772460555,-0.7976287545469408,3.573408767857143
0.0,-1.0722119350516552,-1.0595244977367126,-1.038456079274604,-1.0107652272379717,-0.9782845544406004,-0.9427502050976012,-0.9056830855536921,-0.8683262708393478,-0.8316303498692131,-0.7962725497050046,3.5897349139285715
0.0,-1.0622441310852397,-1.0510795617656372,-1.0314140898428938,-1.0049806683188571,-0.9735989687570802,-0.9390034325517903,-0.9027220573519783,-0.8660110039538773,-0.8298373132982448,-0.7948958828447893,3.6432624975
0.0,-1.0472924251356168,-1.0383858331956481,-1.0208071543690926,-0.996249614958042,-0.9665119719475747,-0.9333246169571395,-0.8982248264246866,-0.8624872462601968,-0.8271026958496874,-0.792791916099644,3.4753895378571427
0.0,-1.0423085231524083,-1.0341475704420842,-1.0172597693938579,-0.9933247584549869,-0.9641339301403015,-0.9314159324779413,-0.8967107754662474,-0.8612989627518755,-0.8261789996799848,-0.7920800640111011,3.878949102142857
0.0,-1.0373246211692,-1.02990579774007,-1.0137065064001238,-0.9903926292088798,-0.961748000971971,-0.9294993314436999,-0.8951891856821251,-0.8601037735077024,-0.8252491660188201,-0.7913628885852249,3.5188116614285714
0.0,-1.0323407191859926,-1.0256605150896065,-1.010147360521982,-0.9874532151737738,-0.9593541648385515,-0.927574787608098,-0.8936600258168812,-0.8589016441566217,-0.8243131592128389,-0.7906403544658418,3.8853884882142857
0.0,-1.0273568172027843,-1.0214117224906922,-1.006582326893522,-0.9845065042937521,-0.9569524021035525,-0.9256422746596092,-0.8921232645114952,-0.8576925401851354,-0.823370943431306,-0.7899124260914755,3.4572908075
0.0,-1.022372915219577,-1.0171594199433287,-1.003011400648835,-0.9815524845029329,-0.9545426930980022,-0.9237017662213923,-0.8905788703031109,-0.8564764269368345,-0.8224224826653738,-0.7891790676943268,3.3034241117857146
0.0,-1.0173890132363685,-1.012903607447514,-0.9994345769220109,-0.9785911437254636,-0.9521250181204154,-0.9217532358511805,-0.8890268116247753,-0.855253269611922,-0.8214677407273417,-0.7884402432992469,3.910839781071428
0.0,-1.0124051112531613,-1.0086442850032498,-0.9958518508471417,-0.9756224698755275,-0.9496993574367719,-0.9197966570411764,-0.8874670568051829,-0.8540230332667431,-0.8205066812499192,-0.7876959167227092,3.051328980357143
0.0,-1.0074212092699528,-1.004381452610535,-0.9922632175583164,-0.9726464508573368,-0.9472656912804853,-0.9178320032179406,-0.8858995740684152,-0.8527856828133064,-0.8195392676854819,-0.7869460515717752,3.475390997142857
0.0,-1.0024373072867456,-1.0001151102693704,-0.988668672189627,-0.9696630745651389,-0.944823999852379,-0.9158592477422867,-0.8843243315336846,-0.851541183018809,-0.8185654633053284,-0.7861906112430564,3.101030223928571
0.0,-0.9974534053035372,-0.995845257979755,-0.9850682098751629,-0.966672328883211,-0.9423742633206575,-0.9138783639091697,-0.882741297215071,-0.8502894985051581,-0.8175852311989318,-0.7854295589216721,3.618933455714285
0.0,-0.99246950332033,-0.9915718957416907,-0.9814618257490163,-0.9636742016858652,-0.9399164618208821,-0.9118893249475805,-0.8811504390212667,-0.8490305937484933,-0.8165985342731915,-0.7846628575802028,3.406167775
0.0,-0.9874856013371215,-0.9872950235551747,-0.977849514945276,-0.960668680837443,-0.9374505754559392,-0.9098921040204343,-0.8795517247553113,-0.8477644330787041,-0.8156053352516803,-0.7838904699776398,3.1635569792857146
0.0,-0.9825016993539143,-0.98301464142021,-0.9742312725980349,-0.9576557541923215,-0.9349765842960207,-0.9078866742244662,-0.8779451221143357,-0.8464909806789518,-0.8146055966738911,-0.7831123586583291,3.1509969685714285
0.0,-0.9775177973707059,-0.978730749336794,-0.9706070938413812,-0.9546354095949067,-0.9324944683785888,-0.905873008590117,-0.876330598689297,-0.8452102005851834,-0.8135992808944783,-0.7823284859509123,3.441859977857143
0.0,-0.962566091421083,-0.9658580133958469,-0.9596988904558601,-0.9455297463834699,-0.9249991719644165,-0.8997823259645538,-0.8714391780213095,-0.8413235322809158,-0.8105404911045223,-0.7799419195285103,3.2427303032142856
0.0,-0.9575821894378745,-0.9615600815186303,-0.9560509174024672,-0.9424796082216078,-0.922484356736128,-0.8977354459514673,-0.8697926452369972,-0.8400130788093658,-0.809507486341784,-0.7791346202036754,3.301488305
0.0,-0.9476143854714588,-0.9529536879188476,-0.9487370842128987,-0.936356883043178,-0.9174300309340616,-0.8936165435026475,-0.86647529332373,-0.8373696057904507,-0.8074211333631698,-0.777502123512375,3.1075643610714287
0.0,-0.9426304834882516,-0.9486452261962812,-0.9450712143449039,-0.9332842715858454,-0.9148904800084653,-0.891544466260671,-0.8648044079836018,-0.8360365123774133,-0.8063677074162781,-0.7766768479465077,2.741517222857143
0.0,-0.9376465815050432,-0.944333254525264,-0.9413993691402224,-0.9302041445726442,-0.9123426434437318,-0.8894639350242863,-0.8631253387334115,-0.8346957982000107,-0.805307396359199,-0.7758455017277262,2.8437333046428575
0.0,-0.932662679521836,-0.9400177729057975,-0.9377215437329458,-0.9271164897582745,-0.9097865009815893,-0.8873749222224077,-0.86143805219675,-0.8333474259473723,-0.8042401608485771,-0.7750080451949314,3.3043431064285715
