feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,Class
-0.439774082,0.052375574,-0.138336878,0.926715277,-1.411358894,0.168456767,-0.372654846,-1.822615594,-0.655312726,-0.545327646,0.743063739,0.302057507,-1.268718049,0
-1.505707359,1.056655123,-0.10810171,1.08950446,-1.16552939,-0.560341928,0.690617522,0.67198774,-0.76854172,1.944048294,0.311207594,0.335555855,-2.191985299,0
-0.540031039,-0.193343898,-0.016149617,0.789123431,-1.226763597,-0.051257596,-0.580477878,-0.008934154,-0.652160696,-0.34560319,-0.437778104,1.683486233,-1.698556069,0
-1.954047197,3.325299506,-1.04257506,0.71591714,-1.448124775,0.632703249,-0.203883469,0.668562616,-1.563007503,-1.523442058,0.180321249,-0.564951527,0.629135298,0
-2.82896705,2.117296201,-0.452570734,0.48661948,-1.303001922,-0.533419243,-1.473280173,0.033551597,-1.905113958,-1.482913041,-0.005587134,-0.127507979,-0.443926494,0
-3.09958211,-3.358505976,1.591129725,0.062834419,0.357932278,-3.322927121,-1.333704659,0.991512652,-1.644096359,0.674733983,-0.072899459,-1.528938905,-1.061626945,0
-2.580855846,-2.005659648,0.99618148,-0.103925087,-0.855664068,-2.299220852,1.061091353,-0.57256839,-1.515993903,-0.689267213,-0.238372132,-0.1529355,-1.524827632,0
-2.054289413,-0.959496173,0.55751346,0.030614465,-0.589846398,-1.519948698,0.681927738,-0.220312405,-1.259363522,-0.534505154,-0.725610873,-0.334529433,-0.288764547,0
-3.955960444,0.975977247,0.261299434,-0.297642536,0.192784078,-2.076583528,0.528288332,1.374311621,-2.13964624,-0.45666759,0.07205085,0.787375138,-0.776991212,0
-2.433880009,-2.23551586,1.063410929,0.523902007,0.178109625,-2.328551831,-0.054142167,1.874996446,-1.408409565,0.033493387,0.037612355,-0.620895797,0.895192168,0
-3.69760094,-3.153602016,1.631535072,1.236188767,-1.799630261,-3.659043147,-0.359028501,-0.692187512,-1.922686486,0.120815471,-0.623999537,0.525658117,-0.861288684,0
-2.895935312,2.446231715,-0.63577492,0.114126074,0.347598771,-0.252800287,-0.226334416,-0.202086906,-2.129070792,-0.305238272,-0.180165374,-0.715946739,0.989604543,0
-1.751428874,-1.231345505,0.586004015,1.278756127,0.255609366,-1.401708979,0.950176423,1.646481892,-1.13392043,-2.47248931,0.889550496,0.892762743,0.983320994,0
-3.115460817,-1.008956885,0.738835818,0.472273214,0.025342879,-2.219906557,1.55501274,-0.060701317,-1.816131419,0.172279748,0.141654221,-0.00707913,0.013271752,0
-0.153223928,0.92086445,-0.471599083,0.821015541,0.190407634,0.701854224,-0.262934375,0.901090839,-0.504427216,1.190263574,-0.004383542,-1.710995223,0.526043219,0
0.495794786,1.345279912,-0.762155974,-0.357100799,0.445430886,1.398940752,0.517748822,0.312270878,-0.272729279,0.938142606,1.023997675,1.491794692,0.398462598,0
-2.076820674,-1.477907226,0.715238443,1.305779198,-0.376744972,-1.702056295,-0.250592461,0.090276868,-1.312184884,1.213122565,0.536850861,-1.045470175,-0.088933551,0
-2.78655505,0.426783173,0.250239496,1.227404017,-1.386965476,-1.52125847,-0.28207471,0.644802819,-1.55328626,-0.083990223,0.476777691,-0.30023926,-0.233310852,0
0.194921469,-0.365060523,-0.124285576,-0.563638464,1.827770771,0.466303922,-0.110339707,1.259191361,-0.381181359,1.591087884,-0.035195881,0.15305316,0.911483302,0
-2.290752711,1.679112524,0.259927576,-0.118820843,0.018382033,-1.840050241,-0.447054436,0.760744762,-0.163643832,-0.30541722,1.418396869,0.054726425,0.092804546,0
-0.612518679,0.784386654,-0.361241878,-0.414772039,-0.07506122,0.367023593,-0.244181772,-0.892504326,-0.759791806,-0.916265053,-1.955859628,-0.304997704,-1.322956559,0
-0.918523297,-0.029618141,-0.028080153,0.597508304,0.046485145,-0.1908945,-0.204128396,-0.166061812,-0.887215449,0.909175557,-0.899721562,0.220678354,-0.233577224,0
-2.653027517,-2.329596241,1.158228621,0.51608741,1.208320835,-2.573755109,-0.80844643,2.054055275,-1.457278399,-1.745605536,-0.030471507,0.845310329,-1.298432942,0
-1.416556439,-1.2683494,0.49470106,-0.279614783,-0.22127364,-1.08505162,-0.444233962,1.078357192,-1.073971828,-0.770104262,-0.241138714,-1.296269356,0.486701745,0
-2.188770169,2.478600847,-0.597550038,-1.054151397,-0.315159357,-0.146851084,-0.074037006,0.839443217,-1.401608847,0.520046494,2.462873965,0.828337468,0.194551007,0
-2.722442687,3.170742207,-0.689481737,-0.770313538,0.539547533,-0.335422179,0.319196445,-1.068203831,-1.557173758,1.081406544,-0.990604337,-0.625165788,-0.279839076,0
-2.001944001,1.261330475,-0.069041541,-1.089419266,-0.521171426,-0.863964788,0.567485729,-1.465491555,-0.961439274,0.096757268,0.565354187,0.002504061,-1.32563591,0
-0.473282386,0.324985155,-0.229381978,-1.468182732,0.638840061,0.269513868,-0.750860502,-0.273907023,-0.685327594,-0.473191188,-0.857569743,-1.083532003,-1.190332925,0
-1.660478197,0.827528766,0.031902061,0.680302892,-0.879913405,-0.842014618,0.743829635,0.136732656,-0.760631862,0.633572744,0.487786018,-1.73029548,-1.751108606,0
-2.656094337,1.031563391,0.150227788,0.204905389,0.542178974,-1.469232009,-1.711204029,-0.060397925,-1.212245987,0.177201074,0.320663048,1.979804603,-0.090732282,0
-2.399776732,-2.213364332,1.0373044,-0.488830454,0.447874228,-2.267289699,0.252843772,-0.20020689,-1.420665567,0.690555604,-1.741843975,-0.042263915,-0.296031296,0
-2.108525742,-1.803070416,0.85181103,0.468131733,0.819783725,-1.906714891,0.238317207,1.055072538,-1.276203964,0.711383617,-0.889601491,0.097451084,0.21187464,0
-0.868294103,0.343885487,0.414521555,-0.467390599,0.162673072,-1.311317017,-0.213965723,-0.926717162,0.428541711,1.005828621,-0.526484823,-0.601787509,-0.199699082,0
-3.25929655,-3.478293786,1.620555506,0.16260667,0.65564696,-3.393660701,0.163435011,0.626132901,-1.806974988,-0.058308559,1.257344543,-1.602206905,1.219423642,0
-0.871931832,-1.306525947,0.393072659,-1.336267123,-0.335948485,-0.684056789,-1.113139877,0.543793298,-0.854899279,-0.795955112,-0.91026463,-0.800444747,-0.818464105,0
-2.293094369,2.272994753,-0.600198929,-0.33225105,-0.414348021,-0.098725286,0.324413471,-0.638633165,-1.652151665,-0.245411483,0.286552944,-0.915795212,1.785259809,1
-2.113998496,1.743147968,-0.08889619,0.080595824,0.532128572,-1.020491259,-0.688228262,1.336555172,-0.744129792,0.425983122,-0.920590944,0.679939873,-0.857476347,0
-0.362805368,0.058296743,0.348525929,-0.595904506,1.281077545,-0.915522181,-0.496817465,-1.359586986,0.508677397,0.686873419,0.797016705,0.397077599,0.044496836,0
-0.61343862,-0.598880881,0.141567644,1.198058833,0.74365711,-0.287668917,-0.131702297,-1.403498477,-0.66515928,1.129938253,-0.625140558,-0.453326913,-0.534790754,0
-1.847444432,2.9045905,-0.263356416,-1.238521473,-2.360541491,-0.955885136,1.388322205,-0.063057648,-0.035698493,-1.33214982,-0.309924221,-1.29604924,-0.098849161,1
-0.236324048,0.623343627,-0.356756332,1.965859893,0.062361964,0.521939109,-0.97475017,-0.857362112,-0.541444677,-1.450149093,1.480593677,0.016167744,-0.831579408,0
-1.416980297,2.798904658,-0.803365926,-1.697019813,-1.255417564,0.430044496,0.46039744,0.054504422,-0.950296725,1.041710199,1.471451303,-0.611062715,1.61931398,0
-3.757204669,0.118983131,0.453686066,-0.816901252,-0.712040655,-2.154539971,-0.184884983,-0.340395157,-2.17423387,0.746394874,0.265328055,0.346146944,-0.77654329,0
-1.347728593,-2.078431556,0.776713838,1.349359789,-1.082594701,-1.420220016,-0.207131858,-0.360070582,-0.985905299,-0.562482205,1.412015989,0.954725916,-0.585374967,0
-2.996943683,-1.97844059,1.066130476,1.298174339,0.935586073,-2.58744434,-0.425699708,0.02681872,-1.702080052,-0.047271622,1.897541695,-2.299095349,-0.154317707,0
-2.283259647,2.57300328,-0.580208395,-0.963670292,-0.503772147,-0.246593418,0.902117163,-0.47016608,-1.374735431,0.10376825,0.097307817,1.614629834,0.57664958,0
-0.628475064,1.386719639,-0.372760353,-0.108485562,-0.2719037,0.176986739,0.355677245,-0.474476171,-0.349888298,0.705100549,0.954034039,-1.653814377,-0.01084034,0
-2.143853289,-2.148440221,0.990648812,-0.825583881,-0.448305246,-2.110458399,-0.571739923,-2.520707573,-1.253389601,0.733523365,0.798007305,-0.426083129,1.073698241,0
-1.378210079,-0.549155658,0.741293251,-1.263075651,-0.014641354,-1.885808886,1.588765223,0.674367786,0.049709435,-0.818605904,-1.098724177,1.105807303,-0.281143726,0
0.599699759,-0.012821956,-0.295772609,-3.225306189,0.414092489,0.848256388,1.747388538,-1.276392996,-0.149498563,-1.567357725,0.014577522,-0.662621942,-2.06589469,0
-1.618633783,0.217105216,0.211454326,-1.150153979,-0.875027422,-1.022733524,0.126616112,0.027342994,-0.776957386,1.638761247,-0.189661525,-0.452502848,0.64524482,0
-1.691958472,0.438114977,-0.305528977,-0.544623389,1.249821097,0.050899536,-0.501894115,-0.650473999,-1.835926837,0.92529055,1.354892932,2.111613218,0.522766742,0
-2.955690383,0.141413235,0.653090504,-0.463050957,0.815922286,-2.383403551,-0.200263859,-0.625984794,-1.01016882,3.354573389,-1.07713082,0.594798196,0.553489664,0
-2.924804032,-2.577152906,1.288335116,1.215328132,1.793475536,-2.860263616,-0.337707759,-0.229181701,-1.587509431,1.02392492,-0.605839286,-0.253994529,-1.119587658,0
-1.594377523,0.097119342,0.755149273,-0.303201086,0.956417207,-2.206580618,-1.602923913,0.548978464,0.374515929,-0.752209684,-0.245402393,0.150853437,-0.311704214,0
-3.32134038,0.018017993,1.247808683,-1.460285906,1.078651946,-3.794244034,1.150128678,2.82200025,-0.087247749,-0.387053026,-0.290382992,0.144627634,0.873169292,0
-2.16581725,0.790205261,0.157247801,-0.188880137,2.02908986,-1.25894466,1.104869955,-0.360197908,-0.948550263,-0.795436584,0.141638128,2.038641925,1.266803608,0
-2.010277665,-1.555573321,0.732716402,2.434334985,0.477081666,-1.695217847,-1.299761705,-0.921302025,-1.27284431,0.989670436,-1.611064161,-1.62645219,-2.366740695,0
-1.494998987,0.392185212,-0.050238216,-0.724959059,0.446207276,-0.455095744,-0.253403563,-0.680700087,-1.125434688,-0.667661636,-1.211390909,-0.772365478,0.795662704,0
-2.700466558,2.561486458,-0.646793715,-0.235606243,-0.865869267,-0.211903316,0.834817159,-0.652397919,-1.897054823,-1.686105462,0.097428796,-1.497170936,0.174176256,0
-1.75863135,0.641236008,-0.0165958,-0.108756092,-0.825303816,-0.694916032,-1.143784754,-0.209343062,-1.09423683,-0.722556088,-0.017230064,-0.413777728,-0.62553836,0
-0.342121633,0.335190192,0.386413676,0.308432381,1.199497451,-1.092729097,1.369353368,1.911663885,0.818465958,1.707686717,-0.901351943,-0.649800325,0.316078192,0
-1.594917004,1.427578833,-0.545471613,1.149418076,-1.201373744,0.275508287,-1.210348651,-0.692640225,-1.550836411,-0.23606983,0.742275233,-1.651734944,-0.358601215,0
-1.922654354,1.462891088,-0.061994797,-0.781740472,-0.83313778,-0.92786513,-1.577753228,0.147705821,-0.725910809,-0.372387185,-1.467272398,-1.195352559,0.621952242,0
-3.265329764,2.898826331,-0.276898385,-0.529604049,1.012890574,-1.332184126,-0.335357071,-0.807995169,-1.308554848,-1.425032507,-1.446790654,0.195429916,0.179318501,0
-0.265181778,0.442979178,-0.313718768,0.521129104,1.373633272,0.479362715,-1.209540728,0.802560672,-0.604736749,-0.594345708,2.026988756,1.751183513,-0.038827727,0
-1.687182277,-0.414667418,0.259713279,0.07280902,-0.666800681,-0.930054539,1.076694125,-2.564086132,-1.200200174,0.147100331,-0.582504166,-0.568128801,-0.522602925,0
-1.533492342,-1.557509336,0.644524507,-0.368647458,1.599091209,-1.356993228,-1.064219701,-0.890291388,-1.055809529,0.293526833,-0.448194719,-2.41673365,1.22231785,0
-2.398391056,-0.157490629,0.482478266,-0.632439038,-0.408896175,-1.730737027,0.209926052,-1.004340262,-1.129454639,1.396597846,0.860185211,1.184984448,1.81731082,0
-2.715374131,-1.271844443,0.779816267,0.925523311,-1.173865055,-2.105090968,0.879952481,-1.067318583,-1.571071845,-1.015462626,1.876140208,-1.347685821,1.649181717,0
-3.172799392,2.023033717,-0.521780689,-0.51024979,1.336594076,-0.44254734,-1.146067942,0.566786391,-2.43102281,-0.172202165,-0.524829121,-1.359289051,1.650520903,0
-1.186631971,0.030126465,0.124200702,1.148284563,1.378322929,-0.634564039,-1.350096282,-0.817263653,-0.735071195,0.961025212,1.596041035,-1.535137418,-0.360861301,0
-2.403821567,-1.424484594,0.744302217,1.07064214,1.10941882,-1.881064067,-1.800030393,-1.044976175,-1.49264581,0.012490747,0.64996163,2.187067285,1.121082149,0
1.56639438,2.035863652,-1.241955406,-0.574452402,1.995996323,2.553322927,0.170440488,-0.752680332,0.101229827,0.476148662,-1.876936976,-1.906227092,-0.297792538,0
-2.011008851,1.029803936,0.253140647,0.401321374,0.40529411,-1.515903634,0.451395952,-0.421976864,-0.419336278,0.415964376,0.07389555,-2.385554143,1.610028716,0
2.144494196,1.039403146,-0.387966013,-0.384114401,-0.267982422,1.133407426,-2.025087385,1.483818944,1.778198221,0.343560351,1.257073218,1.995225517,-0.743964932,1
-0.891266716,0.934464862,-0.086209101,-0.527597343,0.431996563,-0.389818517,1.142054592,-1.930086869,-0.274084353,-0.306593075,0.586851539,-0.19368366,2.463013689,0
-1.962771426,1.925558703,-0.556478935,-0.685934504,-1.228779351,0.01944769,-0.098872626,0.747995399,-1.524987699,-0.390267531,-0.580163722,0.951384984,-1.569776685,0
0.091489512,-0.070164714,-0.181494784,-0.202789838,1.3858781,0.462629072,-1.123034723,-0.526860711,-0.379702602,0.309952471,0.097728172,0.340145415,0.876966102,0
-0.857308169,0.27610851,-0.111146669,-0.065791908,-0.424456856,-0.092236782,-1.28612734,1.151143372,-0.791887687,0.588650926,-0.443769563,-0.486148308,0.935449744,0
-1.741763212,-0.032776005,0.059864395,2.210959211,-0.83996287,-0.626714869,1.395861697,-0.700908183,-1.411149832,-1.198704232,0.468702967,0.359900558,-1.92950969,0
-3.220563292,1.204650717,0.540212929,0.964435644,-0.184165518,-2.577268761,0.238824326,-0.38125095,-0.700952229,0.313843032,1.897885838,-0.503558125,0.35181959,0
-1.747854471,0.98510741,0.274483381,0.864157112,1.063047484,-1.4726907,-1.490311022,1.469947756,-0.175019483,-0.578363387,2.266489655,-0.928185629,-0.099725348,0
-0.999825218,1.932021076,-0.412421777,0.71588246,-0.563216386,-0.031721367,0.815774353,-0.6681124,-0.356053767,-0.68553663,-0.249943591,0.190136245,2.706469573,0
1.568871102,1.345036492,-0.602569588,-0.266104226,0.41475321,1.346680407,1.707493493,2.274511776,1.02221191,0.247126821,-1.45536799,0.499734935,-0.427673725,1
-3.097745996,-2.444922126,1.279809028,-1.529914761,1.543237404,-2.937261745,0.720724878,-0.298688874,-1.658941866,0.930799411,-2.555005065,0.158239127,-1.910024562,0
-2.808991128,-2.08950575,1.072888408,-0.218019792,-0.723295388,-2.509540049,-1.586644557,-1.293291098,-1.605705231,0.129102473,2.002269095,-1.018197779,0.504193199,0
-2.422891369,-1.57296828,0.82115288,-0.511290777,0.687464452,-2.008695248,-0.516882352,0.386082158,-1.447724252,1.45074726,0.009826512,0.254897569,-0.226798411,0
-2.894019024,1.225971732,-0.39983523,-0.378542854,0.757872362,-0.35872201,0.805082238,0.368183197,-2.509031976,-0.993354518,-0.989262369,0.055212354,-0.682344426,0
-2.342996052,0.492971136,0.270953903,-1.249296926,0.17790626,-1.463522758,-0.43895077,-1.142967199,-1.070058223,-0.567588355,0.243339565,-1.281669917,-0.067394253,0
-0.824964835,2.944476454,-1.071418738,-0.868729233,-0.006411217,1.157589322,0.03726761,1.139290518,-0.926060383,-0.246773131,0.164175823,-1.404896698,1.182235219,0
-3.463213236,-2.356474629,1.289979301,-0.56631227,-0.46503234,-3.096821484,-0.445609716,0.449352818,-1.889235874,-1.113328566,-1.113480661,-0.324434858,-2.133995392,0
-0.675830757,1.346182346,-0.116957191,-0.222042569,0.179908526,-0.402544982,-0.497696806,-0.900369903,0.152430936,0.768437497,-0.301096444,-1.302002662,1.099868625,0
-1.995073673,1.228551597,0.360990729,0.565255056,0.996581295,-1.825693549,-1.606120881,-0.724307564,-0.015063369,-1.462717335,0.086333019,0.294592621,-2.10098121,0
0.654156391,1.733673542,-0.929336041,0.578942021,-0.225040187,1.687340614,0.085412781,0.961471935,-0.219574523,0.63012321,0.807409976,0.294087321,-0.081796752,0
-1.630903682,-1.336595601,0.574978564,1.260144955,1.560801157,-1.304969642,1.521388096,-0.021988836,-1.131985217,-1.698709526,-2.100250564,0.868152611,-0.465814222,0
-3.685375652,-2.891548798,1.52912829,-0.737068569,1.230619844,-3.515319147,0.166313079,1.333626187,-1.946137275,-2.173118605,-0.208607144,0.131411431,-1.745513053,0
1.507554001,1.17388738,-0.414535674,0.629230432,-0.460223737,0.962681919,1.561250213,0.448752047,1.262777627,-2.022585378,-0.45806354,1.046554168,-0.00373187,1
-2.357340094,-1.953200294,0.948618052,-0.842615041,-0.622614992,-2.145301833,0.903904555,-0.005658452,-1.388360624,0.17787262,-0.125865551,-0.860414883,0.488600194,0
-1.988311543,1.650386366,0.041244376,-1.20326879,-0.508582979,-1.246784231,-2.012675314,0.392154358,-0.411634465,-0.769845904,-1.285555167,0.725096855,-0.360107817,0
0.115148687,-0.760748961,0.055381329,0.21712544,-1.269362568,0.174820072,-0.267750535,-0.457058685,-0.343138148,0.372012215,0.123561473,-1.175455317,-1.175579202,0
-2.302236915,-1.007307184,0.627301554,1.909303154,0.365654187,-1.732949358,-1.217339732,0.650180753,-1.354996869,1.704324516,2.3998175,0.255394801,0.743608335,0
-0.424934897,-0.421115327,0.007961173,-1.091129034,-0.392630862,0.007266615,0.759578251,-0.93820741,-0.667602681,1.826772343,0.23877695,0.245101625,-0.808767302,0
-3.235563097,-2.970343306,1.477778941,0.240236924,-0.167642066,-3.24143216,-0.926246982,0.18142172,-1.727374084,-1.361189745,0.178591422,-0.323790324,0.417611696,0
-1.828777224,0.369665802,0.426395186,0.724094203,2.397023918,-1.624380404,0.482039797,0.899041533,-0.36431374,-0.969279198,0.843989252,-0.46379727,0.405029604,0
-0.963589034,2.10523989,-0.92393734,-0.905695591,-1.041379089,1.07790374,-1.084758802,1.633584832,-1.342760407,1.01742167,0.114912726,1.276983059,-0.44567674,0
-1.492994796,-0.473246113,0.807002751,0.190310125,-0.328566516,-2.09459905,-0.060885977,0.318255247,0.15357509,-1.901074429,0.083294638,0.664275204,0.222387814,0
-2.537532611,-0.158392122,0.887200232,-1.064517973,-1.48671847,-2.688385218,-0.181150877,1.126723637,-0.343572983,-1.373047545,0.659774759,0.417621516,1.499940093,0
-2.485341254,-1.695388381,0.880533917,-1.450998179,2.268602711,-2.118377537,1.002700774,0.346431556,-1.46042218,0.092379714,0.437916605,0.254733441,1.981386204,0
